,miR29_WT_Th2.bam,miR29_KO_Th2.bam
60992456,0,0
60992457,0,0
60992458,0,0
60992459,0,0
60992460,0,0
60992461,0,0
60992462,0,0
60992463,0,0
60992464,0,0
60992465,0,0
60992466,0,0
60992467,0,0
60992468,0,0
60992469,0,0
60992470,0,0
60992471,0,0
60992472,0,0
60992473,0,0
60992474,0,0
60992475,0,0
60992476,0,0
60992477,0,0
60992478,0,0
60992479,0,0
60992480,0,0
60992481,0,0
60992482,0,0
60992483,0,0
60992484,0,0
60992485,0,0
60992486,0,0
60992487,0,0
60992488,0,0
60992489,0,0
60992490,0,0
60992491,0,0
60992492,0,0
60992493,0,0
60992494,0,0
60992495,0,0
60992496,0,0
60992497,0,0
60992498,0,0
60992499,0,0
60992500,0,0
60992501,0,0
60992502,0,0
60992503,0,0
60992504,0,0
60992505,0,0
60992506,0,0
60992507,0,0
60992508,0,0
60992509,0,0
60992510,0,0
60992511,0,0
60992512,0,0
60992513,0,0
60992514,0,0
60992515,0,0
60992516,0,0
60992517,0,0
60992518,0,0
60992519,0,0
60992520,0,0
60992521,0,0
60992522,0,0
60992523,0,0
60992524,0,0
60992525,0,0
60992526,0,0
60992527,0,0
60992528,0,0
60992529,0,0
60992530,3,0
60992531,3,0
60992532,1,0
60992533,3,0
60992534,3,0
60992535,3,0
60992536,3,0
60992537,3,0
60992538,3,0
60992539,3,0
60992540,3,0
60992541,3,0
60992542,3,0
60992543,3,0
60992544,3,0
60992545,3,0
60992546,3,0
60992547,3,0
60992548,3,0
60992549,3,0
60992550,3,0
60992551,3,0
60992552,3,0
60992553,3,0
60992554,3,0
60992555,3,0
60992556,3,0
60992557,3,0
60992558,3,0
60992559,3,0
60992560,3,0
60992561,3,0
60992562,2,0
60992563,3,0
60992564,3,0
60992565,0,0
60992566,0,0
60992567,0,0
60992568,0,0
60992569,0,0
60992570,0,0
60992571,0,0
60992572,0,0
60992573,0,0
60992574,0,0
60992575,0,0
60992576,0,0
60992577,0,0
60992578,0,0
60992579,0,0
60992580,0,0
60992581,0,0
60992582,0,0
60992583,0,0
60992584,0,0
60992585,0,0
60992586,0,0
60992587,0,0
60992588,0,0
60992589,0,0
60992590,0,0
60992591,0,0
60992592,0,0
60992593,0,0
60992594,0,0
60992595,0,0
60992596,0,0
60992597,0,0
60992598,0,0
60992599,0,0
60992600,0,0
60992601,0,0
60992602,0,0
60992603,0,0
60992604,0,0
60992605,0,0
60992606,0,0
60992607,0,0
60992608,0,0
60992609,0,0
60992610,0,0
60992611,0,0
60992612,0,0
60992613,0,0
60992614,0,0
60992615,0,0
60992616,0,0
60992617,0,0
60992618,0,0
60992619,0,0
60992620,0,0
60992621,0,0
60992622,0,0
60992623,0,0
60992624,0,0
60992625,0,0
60992626,0,0
60992627,0,0
60992628,0,0
60992629,0,0
60992630,0,0
60992631,0,0
60992632,0,0
60992633,0,0
60992634,0,0
60992635,0,0
60992636,0,0
60992637,0,0
60992638,0,0
60992639,0,0
60992640,0,0
60992641,0,0
60992642,0,0
60992643,0,0
60992644,0,0
60992645,0,0
60992646,0,0
60992647,0,0
60992648,0,0
60992649,0,0
60992650,0,0
60992651,0,0
60992652,0,0
60992653,0,0
60992654,0,0
60992655,0,0
60992656,0,0
60992657,0,0
60992658,0,0
60992659,0,0
60992660,0,0
60992661,0,0
60992662,0,0
60992663,0,0
60992664,0,0
60992665,0,0
60992666,0,0
60992667,0,0
60992668,0,0
60992669,0,0
60992670,0,0
60992671,0,0
60992672,0,0
60992673,0,0
60992674,0,0
60992675,0,0
60992676,0,0
60992677,0,0
60992678,0,0
60992679,0,0
60992680,0,0
60992681,0,0
60992682,0,0
60992683,0,0
60992684,0,0
60992685,0,0
60992686,0,0
60992687,0,0
60992688,0,0
60992689,0,0
60992690,0,0
60992691,0,0
60992692,0,0
60992693,0,0
60992694,0,0
60992695,0,0
60992696,0,0
60992697,0,0
60992698,0,0
60992699,0,0
60992700,0,0
60992701,0,0
60992702,0,0
60992703,0,0
60992704,0,0
60992705,0,0
60992706,0,0
60992707,0,0
60992708,0,0
60992709,0,0
60992710,0,0
60992711,0,0
60992712,0,0
60992713,0,0
60992714,0,0
60992715,0,0
60992716,0,0
60992717,0,0
60992718,0,0
60992719,0,0
60992720,0,0
60992721,0,0
60992722,0,0
60992723,0,0
60992724,0,0
60992725,0,0
60992726,0,0
60992727,0,0
60992728,0,0
60992729,0,0
60992730,0,0
60992731,0,0
60992732,0,0
60992733,0,0
60992734,0,0
60992735,0,0
60992736,0,0
60992737,0,0
60992738,0,0
60992739,0,0
60992740,0,0
60992741,0,0
60992742,0,0
60992743,0,0
60992744,0,0
60992745,0,0
60992746,0,0
60992747,0,0
60992748,0,0
60992749,0,0
60992750,0,0
60992751,0,0
60992752,0,0
60992753,0,0
60992754,0,0
60992755,0,0
60992756,0,0
60992757,0,0
60992758,0,0
60992759,0,0
60992760,0,0
60992761,0,0
60992762,0,0
60992763,0,0
60992764,0,0
60992765,0,0
60992766,0,0
60992767,0,0
60992768,0,0
60992769,0,0
60992770,0,0
60992771,0,0
60992772,0,0
60992773,0,0
60992774,0,0
60992775,0,0
60992776,0,0
60992777,0,0
60992778,0,0
60992779,0,0
60992780,0,0
60992781,0,0
60992782,0,0
60992783,0,0
60992784,0,0
60992785,0,0
60992786,0,0
60992787,0,0
60992788,0,0
60992789,0,0
60992790,0,0
60992791,0,0
60992792,0,0
60992793,0,0
60992794,0,0
60992795,0,0
60992796,0,0
60992797,0,0
60992798,0,0
60992799,0,0
60992800,0,0
60992801,0,0
60992802,0,0
60992803,0,0
60992804,0,0
60992805,0,0
60992806,0,0
60992807,0,0
60992808,0,0
60992809,0,0
60992810,0,0
60992811,0,0
60992812,0,0
60992813,0,0
60992814,0,0
60992815,0,0
60992816,0,0
60992817,0,0
60992818,0,0
60992819,0,0
60992820,0,0
60992821,0,0
60992822,0,0
60992823,0,0
60992824,0,0
60992825,0,0
60992826,0,0
60992827,0,0
60992828,0,0
60992829,0,0
60992830,0,0
60992831,0,0
60992832,0,0
60992833,0,0
60992834,0,0
60992835,0,0
60992836,0,0
60992837,0,0
60992838,0,0
60992839,0,0
60992840,0,0
60992841,0,0
60992842,0,0
60992843,0,0
60992844,0,0
60992845,0,0
60992846,0,0
60992847,0,0
60992848,0,0
60992849,0,0
60992850,0,0
60992851,0,0
60992852,0,0
60992853,0,0
60992854,0,0
60992855,0,0
60992856,0,0
60992857,0,0
60992858,0,0
60992859,0,0
60992860,0,0
60992861,0,0
60992862,0,0
60992863,0,0
60992864,0,0
60992865,0,0
60992866,0,0
60992867,0,0
60992868,0,0
60992869,0,0
60992870,0,0
60992871,0,0
60992872,0,0
60992873,0,0
60992874,0,0
60992875,0,0
60992876,0,0
60992877,0,0
60992878,0,0
60992879,0,0
60992880,0,0
60992881,0,0
60992882,0,0
60992883,0,0
60992884,0,0
60992885,0,0
60992886,0,0
60992887,0,0
60992888,0,0
60992889,0,0
60992890,0,0
60992891,0,0
60992892,0,0
60992893,0,0
60992894,0,0
60992895,0,0
60992896,0,0
60992897,0,0
60992898,0,0
60992899,0,0
60992900,0,0
60992901,0,0
60992902,0,0
60992903,0,0
60992904,0,0
60992905,0,0
60992906,0,0
60992907,0,0
60992908,0,0
60992909,0,0
60992910,0,0
60992911,0,0
60992912,0,0
60992913,0,0
60992914,0,0
60992915,0,0
60992916,0,0
60992917,0,0
60992918,0,0
60992919,0,0
60992920,0,0
60992921,0,0
60992922,0,0
60992923,0,0
60992924,0,0
60992925,0,0
60992926,0,0
60992927,0,0
60992928,0,0
60992929,0,0
60992930,0,0
60992931,0,0
60992932,0,0
60992933,0,0
60992934,0,0
60992935,0,0
60992936,0,0
60992937,0,0
60992938,0,0
60992939,0,0
60992940,0,0
60992941,0,0
60992942,0,0
60992943,0,0
60992944,0,0
60992945,0,0
60992946,0,0
60992947,0,0
60992948,0,0
60992949,5,0
60992950,5,0
60992951,5,0
60992952,5,0
60992953,6,0
60992954,5,0
60992955,6,0
60992956,6,0
60992957,6,0
60992958,6,0
60992959,6,0
60992960,6,0
60992961,6,0
60992962,6,0
60992963,6,0
60992964,6,0
60992965,6,0
60992966,6,0
60992967,6,0
60992968,6,0
60992969,6,0
60992970,1,0
60992971,1,0
60992972,1,0
60992973,1,0
60992974,1,0
60992975,1,0
60992976,1,0
60992977,1,0
60992978,1,0
60992979,1,0
60992980,1,0
60992981,1,0
60992982,1,0
60992983,1,0
60992984,1,0
60992985,0,0
60992986,0,0
60992987,0,0
60992988,0,0
60992989,0,0
60992990,0,0
60992991,0,0
60992992,0,0
60992993,0,0
60992994,0,0
60992995,0,0
60992996,0,0
60992997,0,0
60992998,0,0
60992999,0,0
60993000,0,0
60993001,0,0
60993002,0,0
60993003,0,0
60993004,0,0
60993005,0,0
60993006,0,0
60993007,0,0
60993008,0,0
60993009,0,0
60993010,0,0
60993011,0,0
60993012,0,0
60993013,0,0
60993014,0,0
60993015,0,0
60993016,0,0
60993017,0,0
60993018,0,0
60993019,0,0
60993020,0,0
60993021,0,0
60993022,1,0
60993023,1,0
60993024,1,0
60993025,1,0
60993026,1,0
60993027,1,0
60993028,1,0
60993029,1,0
60993030,1,0
60993031,1,0
60993032,1,0
60993033,1,0
60993034,1,0
60993035,1,0
60993036,1,0
60993037,1,0
60993038,1,0
60993039,1,0
60993040,1,0
60993041,1,0
60993042,1,0
60993043,1,0
60993044,1,0
60993045,1,0
60993046,1,0
60993047,1,0
60993048,1,0
60993049,1,0
60993050,1,0
60993051,1,0
60993052,1,0
60993053,1,0
60993054,1,0
60993055,1,0
60993056,1,0
60993057,1,0
60993058,1,0
60993059,1,0
60993060,1,0
60993061,1,0
60993062,1,0
60993063,1,0
60993064,1,0
60993065,0,0
60993066,0,0
60993067,0,0
60993068,0,0
60993069,0,0
60993070,0,0
60993071,0,0
60993072,0,0
60993073,0,0
60993074,0,0
60993075,0,0
60993076,0,0
60993077,0,0
60993078,0,0
60993079,0,0
60993080,0,0
60993081,0,0
60993082,0,0
60993083,0,0
60993084,0,0
60993085,0,0
60993086,0,0
60993087,0,0
60993088,0,0
60993089,0,0
60993090,0,0
60993091,0,0
60993092,0,0
60993093,0,0
60993094,0,0
60993095,0,0
60993096,0,0
60993097,0,0
60993098,0,0
60993099,0,0
60993100,0,0
60993101,0,0
60993102,0,0
60993103,0,0
60993104,0,0
60993105,0,0
60993106,0,0
60993107,0,0
60993108,0,0
60993109,0,0
60993110,0,0
60993111,0,0
60993112,0,0
60993113,0,0
60993114,0,0
60993115,0,0
60993116,0,0
60993117,0,0
60993118,0,0
60993119,0,0
60993120,0,0
60993121,0,0
60993122,0,0
60993123,0,0
60993124,0,0
60993125,0,0
60993126,0,0
60993127,0,0
60993128,0,0
60993129,0,0
60993130,0,0
60993131,0,0
60993132,0,0
60993133,0,0
60993134,0,0
60993135,0,0
60993136,0,0
60993137,0,0
60993138,0,0
60993139,0,0
60993140,0,0
60993141,0,0
60993142,0,0
60993143,0,0
60993144,0,0
60993145,0,0
60993146,0,0
60993147,0,0
60993148,0,0
60993149,0,0
60993150,0,0
60993151,0,0
60993152,0,0
60993153,0,0
60993154,0,0
60993155,0,0
60993156,0,0
60993157,0,0
60993158,0,0
60993159,0,0
60993160,0,0
60993161,0,0
60993162,0,0
60993163,0,0
60993164,0,0
60993165,0,0
60993166,0,0
60993167,6,0
60993168,7,0
60993169,3,0
60993170,7,0
60993171,7,0
60993172,7,0
60993173,7,0
60993174,7,0
60993175,7,0
60993176,7,0
60993177,7,0
60993178,7,0
60993179,7,0
60993180,7,0
60993181,7,0
60993182,7,0
60993183,7,0
60993184,7,0
60993185,7,0
60993186,7,0
60993187,7,0
60993188,0,0
60993189,0,0
60993190,0,0
60993191,0,0
60993192,0,0
60993193,0,0
60993194,0,0
60993195,0,0
60993196,0,0
60993197,0,0
60993198,0,0
60993199,0,0
60993200,0,0
60993201,0,0
60993202,0,0
60993203,0,0
60993204,0,0
60993205,0,0
60993206,0,0
60993207,0,0
60993208,0,0
60993209,0,0
60993210,0,0
60993211,0,0
60993212,0,0
60993213,0,0
60993214,0,0
60993215,0,0
60993216,0,0
60993217,0,0
60993218,0,0
60993219,0,0
60993220,0,0
60993221,0,0
60993222,0,0
60993223,0,0
60993224,0,0
60993225,0,0
60993226,0,0
60993227,0,0
60993228,0,0
60993229,0,0
60993230,0,0
60993231,0,0
60993232,0,0
60993233,0,0
60993234,0,0
60993235,0,0
60993236,0,0
60993237,0,0
60993238,0,0
60993239,0,0
60993240,0,0
60993241,0,0
60993242,0,0
60993243,0,0
60993244,0,0
60993245,0,0
60993246,0,0
60993247,0,0
60993248,0,0
60993249,0,0
60993250,0,0
60993251,0,0
60993252,0,0
60993253,0,0
60993254,0,0
60993255,0,0
60993256,0,0
60993257,0,0
60993258,0,0
60993259,0,0
60993260,0,0
60993261,0,0
60993262,0,0
60993263,0,0
60993264,0,0
60993265,0,0
60993266,0,0
60993267,0,0
60993268,0,0
60993269,0,0
60993270,0,0
60993271,0,0
60993272,0,0
60993273,0,0
60993274,0,0
60993275,0,0
60993276,0,0
60993277,0,0
60993278,0,0
60993279,0,0
60993280,0,0
60993281,0,0
60993282,0,0
60993283,0,0
60993284,0,0
60993285,0,0
60993286,0,0
60993287,0,0
60993288,0,0
60993289,0,0
60993290,0,0
60993291,0,0
60993292,0,0
60993293,0,0
60993294,0,0
60993295,0,0
60993296,0,0
60993297,0,0
60993298,0,0
60993299,0,0
60993300,0,0
60993301,0,0
60993302,0,0
60993303,0,0
60993304,0,0
60993305,0,0
60993306,0,0
60993307,0,0
60993308,0,0
60993309,0,0
60993310,0,0
60993311,0,0
60993312,0,0
60993313,0,0
60993314,0,0
60993315,0,0
60993316,0,0
60993317,0,0
60993318,0,0
60993319,0,0
60993320,0,0
60993321,0,0
60993322,0,0
60993323,0,0
60993324,0,0
60993325,0,0
60993326,0,0
60993327,0,0
60993328,0,0
60993329,0,0
60993330,0,0
60993331,0,0
60993332,0,0
60993333,0,0
60993334,0,0
60993335,0,0
60993336,0,0
60993337,0,0
60993338,0,0
60993339,0,0
60993340,0,0
60993341,0,0
60993342,0,0
60993343,0,0
60993344,0,0
60993345,0,0
60993346,0,0
60993347,0,0
60993348,0,0
60993349,0,0
60993350,0,0
60993351,0,0
60993352,0,0
60993353,0,0
60993354,0,0
60993355,0,0
60993356,0,0
60993357,0,0
60993358,0,0
60993359,0,0
60993360,0,0
60993361,0,0
60993362,0,0
60993363,0,0
60993364,0,0
60993365,0,0
60993366,0,0
60993367,0,0
60993368,0,0
60993369,0,0
60993370,0,0
60993371,0,0
60993372,0,0
60993373,0,0
60993374,0,0
60993375,0,0
60993376,0,0
60993377,0,0
60993378,0,0
60993379,0,0
60993380,0,0
60993381,0,0
60993382,0,0
60993383,0,0
60993384,0,0
60993385,0,0
60993386,0,0
60993387,0,0
60993388,0,0
60993389,0,0
60993390,0,0
60993391,0,0
60993392,0,0
60993393,0,0
60993394,0,0
60993395,0,0
60993396,0,0
60993397,0,0
60993398,0,0
60993399,0,0
60993400,0,0
60993401,0,0
60993402,0,0
60993403,0,0
60993404,0,0
60993405,0,0
60993406,0,0
60993407,0,0
60993408,0,0
60993409,0,0
60993410,0,0
60993411,0,0
60993412,0,0
60993413,0,0
60993414,0,0
60993415,0,0
60993416,0,0
60993417,0,0
60993418,0,0
60993419,0,0
60993420,0,0
60993421,0,0
60993422,0,0
60993423,0,0
60993424,0,0
60993425,0,0
60993426,0,0
60993427,0,0
60993428,0,0
60993429,0,0
60993430,0,0
60993431,0,0
60993432,0,0
60993433,0,0
60993434,0,0
60993435,0,0
60993436,0,0
60993437,0,0
60993438,0,0
60993439,0,0
60993440,0,0
60993441,0,0
60993442,0,0
60993443,0,0
60993444,0,0
60993445,0,0
60993446,0,0
60993447,0,0
60993448,0,0
60993449,0,0
60993450,0,0
60993451,0,0
60993452,0,0
60993453,0,0
60993454,0,0
60993455,0,0
60993456,0,0
60993457,0,0
60993458,0,0
60993459,0,0
60993460,0,0
60993461,0,0
60993462,0,0
60993463,0,0
60993464,0,0
60993465,0,0
60993466,0,0
60993467,0,0
60993468,0,0
60993469,0,0
60993470,0,0
60993471,0,0
60993472,0,0
60993473,0,0
60993474,0,0
60993475,0,0
60993476,0,0
60993477,0,0
60993478,0,0
60993479,0,0
60993480,0,0
60993481,0,0
60993482,0,0
60993483,0,0
60993484,0,0
60993485,0,0
60993486,0,0
60993487,0,0
60993488,0,0
60993489,0,0
60993490,0,0
60993491,0,0
60993492,0,0
60993493,0,0
60993494,0,0
60993495,0,0
60993496,0,0
60993497,0,0
60993498,0,0
60993499,0,0
60993500,0,0
60993501,0,0
60993502,0,0
60993503,0,0
60993504,0,0
60993505,0,0
60993506,0,0
60993507,0,0
60993508,0,0
60993509,0,0
60993510,0,0
60993511,0,0
60993512,0,0
60993513,0,0
60993514,0,0
60993515,0,0
60993516,0,0
60993517,0,0
60993518,0,0
60993519,0,0
60993520,0,0
60993521,0,0
60993522,0,0
60993523,0,0
60993524,0,0
60993525,0,0
60993526,0,0
60993527,0,0
60993528,0,0
60993529,0,0
60993530,0,0
60993531,0,0
60993532,0,0
60993533,3,0
60993534,4,0
60993535,6,0
60993536,7,0
60993537,8,0
60993538,8,0
60993539,7,0
60993540,8,0
60993541,8,0
60993542,8,0
60993543,7,0
60993544,8,0
60993545,8,0
60993546,7,0
60993547,8,0
60993548,8,0
60993549,7,0
60993550,8,0
60993551,8,0
60993552,8,0
60993553,8,0
60993554,8,0
60993555,8,0
60993556,8,0
60993557,8,0
60993558,8,0
60993559,8,0
60993560,8,0
60993561,8,0
60993562,8,0
60993563,8,0
60993564,8,0
60993565,8,0
60993566,8,0
60993567,8,0
60993568,4,0
60993569,18,0
60993570,19,0
60993571,17,0
60993572,17,0
60993573,15,0
60993574,15,0
60993575,15,0
60993576,15,0
60993577,15,0
60993578,15,0
60993579,15,0
60993580,15,0
60993581,15,0
60993582,15,0
60993583,15,0
60993584,15,0
60993585,15,0
60993586,15,0
60993587,15,0
60993588,15,0
60993589,15,0
60993590,15,0
60993591,15,0
60993592,15,0
60993593,15,0
60993594,15,0
60993595,15,0
60993596,0,0
60993597,0,0
60993598,0,0
60993599,0,0
60993600,0,0
60993601,0,0
60993602,0,0
60993603,0,0
60993604,0,0
60993605,0,0
60993606,0,0
60993607,0,0
60993608,0,0
60993609,0,0
60993610,0,0
60993611,0,0
60993612,0,0
60993613,0,0
60993614,0,0
60993615,0,0
60993616,0,0
60993617,0,0
60993618,0,0
60993619,0,0
60993620,0,0
60993621,0,0
60993622,0,0
60993623,0,0
60993624,0,0
60993625,0,0
60993626,0,0
60993627,0,0
60993628,0,0
60993629,0,0
60993630,0,0
60993631,0,0
60993632,0,0
60993633,0,0
60993634,0,0
60993635,0,0
60993636,0,0
60993637,0,0
60993638,0,0
60993639,0,0
60993640,0,0
60993641,0,0
60993642,0,0
60993643,0,0
60993644,0,0
60993645,0,0
60993646,0,0
60993647,0,0
60993648,0,0
60993649,0,0
60993650,0,0
60993651,0,0
60993652,0,0
60993653,0,0
60993654,0,0
60993655,0,0
60993656,0,0
60993657,0,0
60993658,0,0
60993659,0,0
60993660,0,0
60993661,0,0
60993662,0,0
60993663,0,0
60993664,0,0
60993665,0,0
60993666,0,0
60993667,0,0
60993668,0,0
60993669,0,0
60993670,0,0
60993671,0,0
60993672,0,0
60993673,0,0
60993674,0,0
60993675,0,0
60993676,0,0
60993677,0,0
60993678,0,0
60993679,0,0
60993680,0,0
60993681,0,0
60993682,0,0
60993683,0,0
60993684,0,0
60993685,0,0
60993686,0,0
60993687,0,0
60993688,0,0
60993689,0,0
60993690,0,0
60993691,0,0
60993692,0,0
60993693,0,0
60993694,0,0
60993695,0,0
60993696,0,0
60993697,0,0
60993698,0,4
60993699,0,5
60993700,0,5
60993701,0,5
60993702,0,5
60993703,0,4
60993704,0,4
60993705,0,5
60993706,0,5
60993707,0,5
60993708,0,5
60993709,0,5
60993710,0,5
60993711,0,5
60993712,0,5
60993713,0,4
60993714,0,5
60993715,0,5
60993716,0,5
60993717,0,5
60993718,0,33
60993719,0,34
60993720,0,32
60993721,0,35
60993722,0,35
60993723,0,35
60993724,0,35
60993725,0,33
60993726,0,35
60993727,0,35
60993728,0,35
60993729,0,35
60993730,0,35
60993731,2,35
60993732,2,35
60993733,2,30
60993734,2,30
60993735,8,30
60993736,9,30
60993737,8,30
60993738,8,28
60993739,9,30
60993740,9,30
60993741,9,30
60993742,9,0
60993743,9,0
60993744,19,0
60993745,18,0
60993746,15,10
60993747,34,10
60993748,35,9
60993749,35,10
60993750,34,10
60993751,33,10
60993752,35,9
60993753,34,10
60993754,34,10
60993755,35,10
60993756,35,10
60993757,35,10
60993758,29,10
60993759,29,10
60993760,29,10
60993761,29,10
60993762,29,10
60993763,29,10
60993764,29,10
60993765,29,10
60993766,29,10
60993767,31,10
60993768,31,10
60993769,23,0
60993770,23,0
60993771,16,0
60993772,13,0
60993773,12,0
60993774,13,0
60993775,13,0
60993776,12,0
60993777,12,0
60993778,12,0
60993779,2,0
60993780,2,0
60993781,2,0
60993782,2,0
60993783,2,0
60993784,2,0
60993785,2,0
60993786,2,0
60993787,2,0
60993788,10,0
60993789,10,0
60993790,6,0
60993791,10,0
60993792,10,0
60993793,10,0
60993794,10,0
60993795,10,0
60993796,9,0
60993797,10,0
60993798,9,0
60993799,10,0
60993800,10,0
60993801,10,0
60993802,10,0
60993803,10,0
60993804,10,0
60993805,10,0
60993806,10,0
60993807,10,0
60993808,10,0
60993809,10,0
60993810,0,0
60993811,0,0
60993812,0,0
60993813,0,0
60993814,0,0
60993815,0,0
60993816,0,0
60993817,0,0
60993818,0,0
60993819,0,0
60993820,0,0
60993821,0,0
60993822,0,0
60993823,0,0
60993824,0,0
60993825,1,0
60993826,1,0
60993827,1,0
60993828,1,0
60993829,1,0
60993830,1,0
60993831,1,0
60993832,1,0
60993833,1,0
60993834,1,0
60993835,1,0
60993836,1,0
60993837,1,0
60993838,1,0
60993839,1,0
60993840,1,0
60993841,1,0
60993842,1,0
60993843,1,0
60993844,45,0
60993845,58,0
60993846,46,0
60993847,57,0
60993848,57,0
60993849,55,0
60993850,57,0
60993851,55,0
60993852,57,0
60993853,57,0
60993854,55,0
60993855,55,0
60993856,57,0
60993857,56,0
60993858,57,0
60993859,57,0
60993860,57,0
60993861,56,0
60993862,57,0
60993863,57,0
60993864,57,0
60993865,56,0
60993866,57,0
60993867,57,0
60993868,57,0
60993869,57,0
60993870,57,0
60993871,56,0
60993872,57,0
60993873,59,0
60993874,59,0
60993875,59,0
60993876,59,0
60993877,59,0
60993878,59,0
60993879,59,0
60993880,57,0
60993881,59,0
60993882,61,0
60993883,61,0
60993884,60,0
60993885,61,0
60993886,4,0
60993887,4,0
60993888,4,0
60993889,4,0
60993890,4,0
60993891,4,0
60993892,3,0
60993893,4,0
60993894,4,0
60993895,4,0
60993896,4,0
60993897,4,0
60993898,4,0
60993899,3,0
60993900,3,0
60993901,3,0
60993902,3,0
60993903,3,0
60993904,3,0
60993905,2,0
60993906,2,0
60993907,11,0
60993908,13,0
60993909,10,0
60993910,13,0
60993911,13,0
60993912,12,0
60993913,13,0
60993914,11,0
60993915,11,0
60993916,11,0
60993917,11,0
60993918,11,0
60993919,11,0
60993920,11,0
60993921,11,0
60993922,11,0
60993923,11,0
60993924,11,0
60993925,11,0
60993926,11,0
60993927,0,0
60993928,0,0
60993929,0,0
60993930,0,0
60993931,0,0
60993932,0,0
60993933,0,0
60993934,5,0
60993935,5,0
60993936,5,0
60993937,5,0
60993938,5,0
60993939,5,0
60993940,5,0
60993941,5,0
60993942,5,0
60993943,5,0
60993944,5,0
60993945,5,0
60993946,5,0
60993947,5,0
60993948,5,0
60993949,5,0
60993950,5,0
60993951,5,0
60993952,5,0
60993953,5,0
60993954,5,0
60993955,5,0
60993956,5,0
60993957,5,0
60993958,5,0
60993959,0,0
60993960,0,0
60993961,0,0
60993962,0,0
60993963,0,0
60993964,7,0
60993965,6,0
60993966,5,0
60993967,7,0
60993968,7,0
60993969,6,0
60993970,7,0
60993971,7,0
60993972,7,0
60993973,7,0
60993974,7,0
60993975,7,0
60993976,7,0
60993977,7,0
60993978,7,0
60993979,7,0
60993980,7,0
60993981,16,0
60993982,16,0
60993983,15,0
60993984,16,0
60993985,15,0
60993986,16,0
60993987,15,0
60993988,16,0
60993989,16,0
60993990,16,0
60993991,16,0
60993992,18,0
60993993,18,0
60993994,26,0
60993995,24,0
60993996,25,0
60993997,25,0
60993998,26,0
60993999,26,0
60994000,26,0
60994001,26,0
60994002,26,0
60994003,26,0
60994004,26,0
60994005,19,0
60994006,19,0
60994007,19,0
60994008,19,0
60994009,19,0
60994010,19,0
60994011,10,0
60994012,10,0
60994013,10,0
60994014,10,0
60994015,10,0
60994016,10,0
60994017,10,0
60994018,10,0
60994019,10,0
60994020,10,0
60994021,10,0
60994022,10,0
60994023,10,0
60994024,10,0
60994025,10,0
60994026,8,0
60994027,8,0
60994028,8,0
60994029,8,0
60994030,8,0
60994031,8,0
60994032,8,0
60994033,0,0
60994034,0,0
60994035,0,0
60994036,0,0
60994037,0,0
60994038,0,0
60994039,0,0
60994040,0,0
60994041,0,0
60994042,0,0
60994043,0,0
60994044,0,0
60994045,0,0
60994046,0,0
60994047,0,0
60994048,0,0
60994049,0,0
60994050,0,0
60994051,0,0
60994052,0,0
60994053,0,0
60994054,0,0
60994055,0,0
60994056,0,0
60994057,0,0
60994058,0,0
60994059,0,0
60994060,0,0
60994061,0,0
60994062,0,0
60994063,0,0
60994064,0,0
60994065,0,0
60994066,0,0
60994067,0,0
60994068,0,0
60994069,0,0
60994070,0,0
60994071,0,0
60994072,0,0
60994073,0,0
60994074,0,0
60994075,0,0
60994076,0,0
60994077,0,0
60994078,0,0
60994079,0,0
60994080,0,0
60994081,0,0
60994082,0,0
60994083,0,0
60994084,0,0
60994085,0,0
60994086,0,0
60994087,0,0
60994088,0,0
60994089,0,0
60994090,0,0
60994091,0,0
60994092,0,0
60994093,0,0
60994094,0,0
60994095,0,0
60994096,0,0
60994097,0,0
60994098,0,0
60994099,0,0
60994100,7,0
60994101,7,0
60994102,6,0
60994103,7,0
60994104,6,0
60994105,7,0
60994106,7,0
60994107,8,0
60994108,8,0
60994109,8,0
60994110,8,0
60994111,8,0
60994112,11,0
60994113,11,0
60994114,9,0
60994115,12,0
60994116,12,0
60994117,12,0
60994118,10,0
60994119,14,0
60994120,13,0
60994121,12,0
60994122,14,0
60994123,13,0
60994124,14,0
60994125,14,0
60994126,13,0
60994127,14,0
60994128,14,0
60994129,14,0
60994130,21,0
60994131,22,0
60994132,22,0
60994133,21,0
60994134,22,0
60994135,21,0
60994136,22,0
60994137,22,0
60994138,22,0
60994139,21,0
60994140,21,0
60994141,22,0
60994142,22,0
60994143,15,0
60994144,15,0
60994145,15,0
60994146,16,0
60994147,16,0
60994148,16,0
60994149,16,0
60994150,16,0
60994151,16,0
60994152,16,0
60994153,15,0
60994154,15,0
60994155,14,0
60994156,10,0
60994157,11,0
60994158,9,0
60994159,9,0
60994160,9,0
60994161,9,0
60994162,9,0
60994163,9,0
60994164,9,0
60994165,15,0
60994166,15,0
60994167,13,0
60994168,14,0
60994169,15,0
60994170,7,0
60994171,7,0
60994172,7,0
60994173,7,0
60994174,7,0
60994175,7,0
60994176,7,0
60994177,7,0
60994178,7,0
60994179,7,0
60994180,7,0
60994181,7,0
60994182,7,0
60994183,7,0
60994184,7,0
60994185,6,0
60994186,6,0
60994187,6,0
60994188,6,0
60994189,6,0
60994190,6,0
60994191,6,0
60994192,0,0
60994193,0,0
60994194,0,0
60994195,0,0
60994196,0,0
60994197,0,0
60994198,0,0
60994199,0,0
60994200,0,0
60994201,0,0
