,Loeb_ko_sorted.bam,Loeb_wt_sorted.bam
60999456,4,0
60999457,4,2
60999458,4,2
60999459,4,2
60999460,4,2
60999461,4,2
60999462,4,4
60999463,4,4
60999464,4,4
60999465,42,4
60999466,42,4
60999467,42,4
60999468,41,4
60999469,42,4
60999470,42,4
60999471,41,12
60999472,42,16
60999473,42,16
60999474,48,28
60999475,48,32
60999476,47,33
60999477,48,32
60999478,48,61
60999479,47,61
60999480,47,77
60999481,48,77
60999482,47,72
60999483,45,74
60999484,45,73
60999485,9,72
60999486,9,71
60999487,10,72
60999488,9,75
60999489,9,74
60999490,10,74
60999491,10,74
60999492,10,74
60999493,10,72
60999494,10,74
60999495,10,72
60999496,10,74
60999497,10,72
60999498,10,73
60999499,10,74
60999500,10,72
60999501,10,57
60999502,8,34
60999503,6,22
60999504,6,5
60999505,5,5
60999506,3,5
60999507,3,5
60999508,3,0
60999509,3,0
60999510,2,0
60999511,1,0
60999512,1,0
60999513,1,0
60999514,0,0
60999515,0,0
60999516,0,0
60999517,0,0
60999518,0,0
60999519,0,0
60999520,0,0
60999521,0,0
60999522,0,0
60999523,0,0
60999524,0,0
60999525,0,0
60999526,0,0
60999527,0,0
60999528,0,0
60999529,0,0
60999530,0,0
60999531,0,0
60999532,0,0
60999533,0,0
60999534,0,0
60999535,0,0
60999536,0,0
60999537,0,0
60999538,0,0
60999539,0,0
60999540,0,0
60999541,0,0
60999542,0,0
60999543,0,0
60999544,0,0
60999545,0,0
60999546,0,0
60999547,0,0
60999548,0,0
60999549,0,0
60999550,0,0
60999551,0,0
60999552,0,0
60999553,0,0
60999554,0,0
60999555,0,0
60999556,0,0
60999557,0,0
60999558,0,0
60999559,0,0
60999560,0,0
60999561,0,0
60999562,0,0
60999563,0,0
60999564,0,0
60999565,0,0
60999566,0,0
60999567,0,0
60999568,0,0
60999569,0,0
60999570,0,0
60999571,0,0
60999572,0,0
60999573,0,0
60999574,0,0
60999575,0,0
60999576,0,0
60999577,0,0
60999578,0,0
60999579,0,0
60999580,0,0
60999581,0,0
60999582,0,0
60999583,0,0
60999584,0,0
60999585,0,0
60999586,0,0
60999587,0,0
60999588,0,0
60999589,0,0
60999590,0,0
60999591,0,0
60999592,5,0
60999593,5,23
60999594,5,31
60999595,4,31
60999596,5,31
60999597,5,31
60999598,5,31
60999599,5,30
60999600,5,30
60999601,5,29
60999602,5,30
60999603,5,30
60999604,5,29
60999605,5,29
60999606,5,29
60999607,5,29
60999608,5,28
60999609,5,28
60999610,5,28
60999611,5,28
60999612,5,26
60999613,5,28
60999614,5,27
60999615,5,28
60999616,2,28
60999617,2,6
60999618,0,0
60999619,0,0
60999620,0,0
60999621,0,0
60999622,0,0
60999623,0,0
60999624,0,0
60999625,0,0
60999626,0,0
60999627,0,0
60999628,0,0
60999629,0,0
60999630,0,0
60999631,0,0
60999632,0,0
60999633,0,0
60999634,0,0
60999635,0,0
60999636,0,0
60999637,0,0
60999638,0,0
60999639,0,0
60999640,0,0
60999641,0,0
60999642,0,0
60999643,0,0
60999644,0,0
60999645,0,0
60999646,0,0
60999647,0,0
60999648,0,0
60999649,0,0
60999650,0,0
60999651,0,0
60999652,0,0
60999653,0,0
60999654,0,0
60999655,0,0
60999656,0,0
60999657,0,0
60999658,0,0
60999659,0,0
60999660,0,0
60999661,0,0
60999662,0,1
60999663,4,1
60999664,4,1
60999665,4,1
60999666,4,1
60999667,4,8
60999668,4,8
60999669,4,9
60999670,4,9
60999671,4,9
60999672,4,9
60999673,6,9
60999674,6,9
60999675,6,9
60999676,5,9
60999677,6,9
60999678,6,12
60999679,6,12
60999680,6,12
60999681,6,12
60999682,6,12
60999683,8,12
60999684,8,11
60999685,7,11
60999686,4,11
60999687,4,7
60999688,4,8
60999689,4,8
60999690,4,8
60999691,4,8
60999692,4,8
60999693,4,8
60999694,2,8
60999695,2,8
60999696,2,8
60999697,2,8
60999698,2,1
60999699,2,1
60999700,2,0
60999701,2,0
60999702,2,0
60999703,2,0
60999704,2,0
60999705,2,0
60999706,2,0
60999707,2,0
60999708,2,0
60999709,2,0
60999710,2,0
60999711,0,0
60999712,0,0
60999713,0,0
60999714,0,0
60999715,0,0
60999716,0,0
60999717,0,0
60999718,0,0
60999719,0,0
60999720,0,0
60999721,0,0
60999722,0,0
60999723,0,0
60999724,0,0
60999725,0,0
60999726,0,0
60999727,0,0
60999728,0,0
60999729,0,0
60999730,0,1
60999731,0,1
60999732,0,1
60999733,0,1
60999734,0,1
60999735,0,1
60999736,0,1
60999737,0,1
60999738,0,1
60999739,0,1
60999740,0,1
60999741,0,1
60999742,0,1
60999743,0,1
60999744,0,1
60999745,0,1
60999746,0,1
60999747,0,1
60999748,0,1
60999749,0,1
60999750,0,1
60999751,0,1
60999752,0,1
60999753,0,1
60999754,0,1
60999755,0,0
60999756,0,0
60999757,0,0
60999758,0,0
60999759,0,0
60999760,0,0
60999761,0,0
60999762,0,0
60999763,0,0
60999764,0,0
60999765,0,0
60999766,0,0
60999767,0,0
60999768,0,0
60999769,0,0
60999770,0,0
60999771,0,0
60999772,0,0
60999773,0,0
60999774,0,0
60999775,0,0
60999776,0,0
60999777,0,0
60999778,0,0
60999779,0,0
60999780,0,0
60999781,0,0
60999782,0,0
60999783,0,0
60999784,0,0
60999785,5,0
60999786,5,0
60999787,5,0
60999788,5,0
60999789,33,0
60999790,33,0
60999791,32,0
60999792,32,0
60999793,33,0
60999794,33,0
60999795,33,0
60999796,32,0
60999797,32,0
60999798,33,0
60999799,32,0
60999800,33,0
60999801,33,0
60999802,33,0
60999803,33,0
60999804,32,0
60999805,33,0
60999806,33,0
60999807,32,0
60999808,31,0
60999809,30,0
60999810,30,0
60999811,31,0
60999812,31,0
60999813,5,0
60999814,4,0
60999815,4,0
60999816,0,0
60999817,0,0
60999818,0,0
60999819,0,0
60999820,0,1
60999821,0,1
60999822,0,1
60999823,0,1
60999824,0,1
60999825,0,1
60999826,0,1
60999827,0,1
60999828,0,1
60999829,0,1
60999830,0,1
60999831,0,1
60999832,0,1
60999833,0,1
60999834,0,1
60999835,0,1
60999836,0,1
60999837,0,1
60999838,0,1
60999839,0,1
60999840,0,1
60999841,0,1
60999842,0,1
60999843,0,1
60999844,0,3
60999845,0,3
60999846,0,3
60999847,0,3
60999848,0,3
60999849,0,2
60999850,0,3
60999851,0,2
60999852,0,2
60999853,0,2
60999854,0,6
60999855,0,6
60999856,0,6
60999857,0,6
60999858,0,6
60999859,0,6
60999860,0,6
60999861,0,6
60999862,0,6
60999863,0,6
60999864,0,6
60999865,2,6
60999866,2,6
60999867,2,6
60999868,2,6
60999869,2,6
60999870,2,6
60999871,2,6
60999872,2,6
60999873,2,6
60999874,2,6
60999875,1,0
60999876,1,0
60999877,1,0
60999878,1,0
60999879,1,0
60999880,1,0
60999881,1,0
60999882,1,0
60999883,1,0
60999884,1,0
60999885,1,0
60999886,1,0
60999887,0,0
60999888,0,0
60999889,0,0
60999890,0,0
60999891,0,2
60999892,2,4
60999893,2,4
60999894,2,4
60999895,2,4
60999896,2,4
60999897,2,4
60999898,2,4
60999899,2,4
60999900,2,4
60999901,2,4
60999902,2,4
60999903,2,4
60999904,2,4
60999905,2,4
60999906,2,4
60999907,2,4
60999908,2,3
60999909,2,3
60999910,2,4
60999911,2,13
60999912,2,11
60999913,2,13
60999914,2,13
60999915,2,11
60999916,7,11
60999917,7,8
60999918,7,7
60999919,7,8
60999920,7,7
60999921,7,9
60999922,7,10
60999923,5,8
60999924,5,8
60999925,5,9
60999926,5,9
60999927,5,9
60999928,5,9
60999929,5,9
60999930,5,9
60999931,5,9
60999932,5,9
60999933,10,9
60999934,9,8
60999935,10,9
60999936,10,9
60999937,3,9
60999938,4,9
60999939,5,1
60999940,14,1
60999941,14,1
60999942,14,1
60999943,13,1
60999944,14,0
60999945,14,0
60999946,14,0
60999947,14,0
60999948,14,0
60999949,14,0
60999950,14,0
60999951,14,0
60999952,14,0
60999953,14,0
60999954,14,0
60999955,14,0
60999956,13,0
60999957,14,0
60999958,14,0
60999959,9,0
60999960,9,0
60999961,9,0
60999962,9,0
60999963,9,0
60999964,9,0
60999965,12,0
60999966,12,3
60999967,12,3
60999968,11,2
60999969,12,3
60999970,12,3
60999971,12,3
60999972,3,3
60999973,3,3
60999974,3,3
60999975,3,3
60999976,3,3
60999977,3,3
60999978,11,3
60999979,10,3
60999980,11,3
60999981,9,3
60999982,10,3
60999983,11,3
60999984,10,3
60999985,11,3
60999986,11,3
60999987,11,3
60999988,10,3
60999989,11,3
60999990,11,3
60999991,11,3
60999992,10,3
60999993,11,3
60999994,11,3
60999995,11,3
60999996,11,3
60999997,11,3
60999998,2,0
60999999,2,0
61000000,0,0
61000001,0,1
61000002,0,1
61000003,0,1
61000004,0,1
61000005,0,1
61000006,0,1
61000007,0,1
61000008,0,1
61000009,0,1
61000010,4,1
61000011,4,1
61000012,4,1
61000013,4,1
61000014,4,1
61000015,4,1
61000016,4,1
61000017,4,1
61000018,4,1
61000019,4,1
61000020,3,1
61000021,4,1
61000022,4,1
61000023,4,1
61000024,4,1
61000025,4,1
61000026,4,1
61000027,4,1
61000028,4,1
61000029,4,1
61000030,4,1
61000031,4,1
61000032,4,0
61000033,4,0
61000034,0,0
61000035,0,0
61000036,0,0
61000037,0,0
61000038,0,0
61000039,0,0
61000040,0,0
61000041,0,0
61000042,0,0
61000043,0,0
61000044,0,0
61000045,0,0
61000046,0,0
61000047,0,0
61000048,0,0
61000049,0,0
61000050,0,0
61000051,0,0
61000052,0,0
61000053,0,0
61000054,0,0
61000055,0,0
61000056,0,0
61000057,0,0
61000058,0,0
61000059,0,0
61000060,0,0
61000061,0,0
61000062,0,0
61000063,0,0
61000064,0,0
61000065,0,0
61000066,0,0
61000067,0,0
61000068,0,0
61000069,0,0
61000070,0,0
61000071,0,0
61000072,0,0
61000073,0,0
61000074,0,0
61000075,0,0
61000076,0,0
61000077,0,0
61000078,0,0
61000079,0,0
61000080,0,0
61000081,0,0
61000082,0,0
61000083,0,0
61000084,0,0
61000085,0,0
61000086,0,0
61000087,0,0
61000088,1,0
61000089,1,0
61000090,1,0
61000091,1,0
61000092,1,0
61000093,1,0
61000094,1,0
61000095,1,0
61000096,1,4
61000097,1,4
61000098,1,4
61000099,1,4
61000100,1,5
61000101,1,5
61000102,1,5
61000103,1,5
61000104,1,5
61000105,1,5
61000106,1,5
61000107,1,5
61000108,1,5
61000109,1,5
61000110,1,5
61000111,1,5
61000112,1,5
61000113,1,5
61000114,1,5
61000115,0,5
61000116,0,5
61000117,0,5
61000118,0,5
61000119,0,5
61000120,0,5
61000121,0,5
61000122,0,5
61000123,0,5
61000124,0,5
61000125,0,5
61000126,0,5
61000127,0,5
61000128,0,1
61000129,0,1
61000130,0,1
61000131,0,1
61000132,0,1
61000133,0,0
61000134,0,0
61000135,0,0
61000136,0,0
61000137,0,0
61000138,0,0
61000139,0,0
61000140,0,0
61000141,0,0
61000142,0,0
61000143,0,0
61000144,0,0
61000145,0,0
61000146,0,0
61000147,0,0
61000148,0,0
61000149,0,0
61000150,0,0
61000151,0,0
61000152,0,0
61000153,0,0
61000154,0,0
61000155,0,0
61000156,0,0
61000157,3,0
61000158,3,0
61000159,3,0
61000160,3,0
61000161,3,0
61000162,3,0
61000163,3,0
61000164,3,0
61000165,3,0
61000166,3,0
61000167,3,0
61000168,3,0
61000169,3,0
61000170,3,9
61000171,3,9
61000172,3,9
61000173,3,8
61000174,3,10
61000175,3,11
61000176,3,11
61000177,3,11
61000178,3,11
61000179,3,11
61000180,3,10
61000181,3,11
61000182,3,11
61000183,3,10
61000184,3,10
61000185,3,9
61000186,3,11
61000187,3,11
61000188,3,11
61000189,0,11
61000190,0,11
61000191,0,11
61000192,0,11
61000193,0,11
61000194,0,11
61000195,0,11
61000196,0,11
61000197,0,11
61000198,0,3
61000199,0,3
61000200,0,3
61000201,0,3
61000202,0,12
61000203,0,12
61000204,0,12
61000205,0,12
61000206,0,12
61000207,0,10
61000208,0,9
61000209,0,9
61000210,0,8
61000211,0,9
61000212,0,9
61000213,0,9
61000214,0,9
61000215,0,9
61000216,0,9
61000217,0,9
61000218,0,9
61000219,0,9
61000220,0,9
61000221,0,9
61000222,0,9
61000223,0,9
61000224,0,9
61000225,0,9
61000226,0,9
61000227,0,8
61000228,0,9
61000229,0,9
61000230,0,8
61000231,0,8
61000232,0,9
61000233,0,9
61000234,0,9
61000235,0,0
61000236,0,0
61000237,0,0
61000238,0,0
61000239,0,0
61000240,0,0
61000241,0,0
61000242,0,0
61000243,0,0
61000244,0,0
61000245,0,0
61000246,0,0
61000247,0,0
61000248,0,0
61000249,0,0
61000250,0,0
61000251,5,0
61000252,5,0
61000253,4,0
61000254,5,0
61000255,4,0
61000256,4,0
61000257,4,0
61000258,4,0
61000259,5,0
61000260,4,0
61000261,5,0
61000262,5,0
61000263,5,0
61000264,5,0
61000265,5,0
61000266,5,0
61000267,4,3
61000268,5,3
61000269,4,5
61000270,5,5
61000271,5,5
61000272,5,5
61000273,5,5
61000274,4,8
61000275,5,8
61000276,0,8
61000277,0,8
61000278,0,8
61000279,0,8
61000280,0,8
61000281,0,8
61000282,0,8
61000283,0,8
61000284,0,8
61000285,0,8
61000286,0,8
61000287,0,18
61000288,0,18
61000289,0,26
61000290,0,25
61000291,4,26
61000292,4,31
61000293,4,28
61000294,3,25
61000295,4,25
61000296,8,25
61000297,17,28
61000298,25,26
61000299,26,26
61000300,25,27
61000301,24,27
61000302,23,24
61000303,24,27
61000304,24,27
61000305,24,26
61000306,23,26
61000307,23,27
61000308,25,27
61000309,24,27
61000310,25,27
61000311,25,26
61000312,24,25
61000313,21,25
61000314,20,11
61000315,21,11
61000316,21,11
61000317,21,11
61000318,16,11
61000319,7,10
61000320,2,4
